ERUID,ERNAME,NAICS,Concentration
1110,Prince Edward Island / Île-du-Prince-Édouard,211,2.01544E-05
1110,Prince Edward Island / Île-du-Prince-Édouard,491,2.01544E-05
4650,Winnipeg,113,1.98169E-05
4710,Regina-Moose Mountain,315,1.92712E-05
5950,Cariboo,114,1.88494E-05
5930,Thompson-Okanagan,486,1.83935E-05
3510,Ottawa,316,1.8315E-05
1330,Saint John-St. Stephen,526,1.79199E-05
2415,Bas-Saint-Laurent,481,1.75926E-05
2415,Bas-Saint-Laurent,486,1.75926E-05
2415,Bas-Saint-Laurent,487,1.75926E-05
4820,Camrose-Drumheller,316,1.75574E-05
4820,Camrose-Drumheller,315,1.75574E-05
2440,Montréal,114,1.64855E-05
4870,Athabasca-Grande Prairie-Peace River,491,1.61747E-05
1320,Moncton-Richibucto,487,1.59734E-05
1320,Moncton-Richibucto,486,1.59734E-05
2460,Outaouais,331,1.59177E-05
2460,Outaouais,316,1.59177E-05
2460,Outaouais,526,1.59177E-05
2460,Outaouais,213,1.59177E-05
4850,Red Deer,315,1.55778E-05
2470,Mauricie,213,1.47308E-05
2470,Mauricie,482,1.47308E-05
3530,Toronto,211,1.46488E-05
3595,Northwest / Nord-ouest,331,1.40286E-05
2433,Centre-du-Québec,211,1.35575E-05
2433,Centre-du-Québec,491,1.35575E-05
2433,Centre-du-Québec,526,1.35575E-05
2475,Saguenay-Lac-Saint-Jean,526,1.31771E-05
2430,Estrie,114,1.1964E-05
2430,Estrie,213,1.1964E-05
2430,Estrie,483,1.1964E-05
3580,Stratford-Bruce Peninsula,486,1.19367E-05
3580,Stratford-Bruce Peninsula,213,1.19367E-05
3580,Stratford-Bruce Peninsula,491,1.19367E-05
3520,Muskoka-Kawarthas,482,1.12529E-05
3520,Muskoka-Kawarthas,481,1.12529E-05
4810,Lethbridge-Medicine Hat,114,1.10871E-05
3560,London,316,1.08203E-05
2450,Lanaudière,491,1.03132E-05
2445,Laval,316,1.01487E-05
2445,Laval,481,1.01487E-05
2445,Laval,482,1.01487E-05
2445,Laval,491,1.01487E-05
4710,Regina-Moose Mountain,113,9.63558E-06
4710,Regina-Moose Mountain,316,9.63558E-06
4710,Regina-Moose Mountain,114,9.63558E-06
4710,Regina-Moose Mountain,483,9.63558E-06
4710,Regina-Moose Mountain,491,9.63558E-06
3530,Toronto,114,9.5975E-06
3515,Kingston-Pembroke,211,8.53395E-06
2425,Chaudière-Appalaches,486,8.18813E-06
2425,Chaudière-Appalaches,482,8.18813E-06
2455,Laurentides,526,7.40549E-06
2455,Laurentides,486,7.40549E-06
4860,Edmonton,316,6.35227E-06
3560,London,486,5.41017E-06
3510,Ottawa,211,5.23286E-06
4860,Edmonton,491,4.23485E-06
2440,Montréal,211,4.12137E-06
2435,Montérégie,486,2.81257E-06
3540,Kitchener-Waterloo-Barrie,483,2.75373E-06
3540,Kitchener-Waterloo-Barrie,211,2.75373E-06
3510,Ottawa,114,2.61643E-06
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,486,2.14457E-06
4860,Edmonton,483,2.11742E-06
1210,Cape Breton,331,0
4740,Yorkton-Melville,315,0
4670,Parklands,324,0
4640,North Central / Centre nord,486,0
4740,Yorkton-Melville,316,0
1210,Cape Breton,486,0
1210,Cape Breton,334,0
1210,Cape Breton,335,0
4740,Yorkton-Melville,114,0
4640,North Central / Centre nord,526,0
5980,Northeast / Nord-est,314,0
4650,Winnipeg,483,0
4640,North Central / Centre nord,487,0
4670,Parklands,323,0
4640,North Central / Centre nord,521,0
1210,Cape Breton,315,0
5970,Nechako,491,0
4740,Yorkton-Melville,324,0
4640,North Central / Centre nord,482,0
1220,North Shore / Côte-nord,324,0
4630,Southwest / Sud-ouest,331,0
5970,Nechako,485,0
5970,Nechako,487,0
5970,Nechako,486,0
4670,Parklands,326,0
5970,Nechako,526,0
4640,North Central / Centre nord,483,0
4740,Yorkton-Melville,322,0
1220,North Shore / Côte-nord,313,0
5970,Nechako,521,0
1210,Cape Breton,521,0
1210,Cape Breton,526,0
5980,Northeast / Nord-est,315,0
5980,Northeast / Nord-est,337,0
4660,Interlake,483,0
1110,Prince Edward Island / Île-du-Prince-Édouard,326,0
4660,Interlake,487,0
4670,Parklands,312,0
1110,Prince Edward Island / Île-du-Prince-Édouard,482,0
5980,Northeast / Nord-est,335,0
5980,Northeast / Nord-est,334,0
4660,Interlake,526,0
4660,Interlake,521,0
5980,Northeast / Nord-est,491,0
4730,Saskatoon-Biggar,322,0
5980,Northeast / Nord-est,483,0
5980,Northeast / Nord-est,482,0
1110,Prince Edward Island / Île-du-Prince-Édouard,316,0
4660,Interlake,491,0
1040,Notre Dame-Central Bonavista Bay,521,0
4730,Saskatoon-Biggar,487,0
4660,Interlake,315,0
4730,Saskatoon-Biggar,483,0
4730,Saskatoon-Biggar,521,0
5980,Northeast / Nord-est,526,0
1110,Prince Edward Island / Île-du-Prince-Édouard,521,0
4660,Interlake,113,0
5980,Northeast / Nord-est,331,0
5980,Northeast / Nord-est,521,0
1110,Prince Edward Island / Île-du-Prince-Édouard,486,0
4730,Saskatoon-Biggar,313,0
4660,Interlake,482,0
4660,Interlake,324,0
4670,Parklands,315,0
4670,Parklands,322,0
1240,Southern / Sud,324,0
1240,Southern / Sud,325,0
4640,North Central / Centre nord,313,0
5960,North Coast / Côte-nord,486,0
4740,Yorkton-Melville,521,0
4640,North Central / Centre nord,114,0
4630,Southwest / Sud-ouest,521,0
4740,Yorkton-Melville,526,0
4640,North Central / Centre nord,211,0
4740,Yorkton-Melville,487,0
1240,Southern / Sud,211,0
5960,North Coast / Côte-nord,526,0
1230,Annapolis Valley,521,0
5960,North Coast / Côte-nord,521,0
5960,North Coast / Côte-nord,491,0
1240,Southern / Sud,322,0
4640,North Central / Centre nord,314,0
4740,Yorkton-Melville,491,0
4630,Southwest / Sud-ouest,486,0
1240,Southern / Sud,526,0
5960,North Coast / Côte-nord,316,0
1240,Southern / Sud,521,0
5960,North Coast / Côte-nord,322,0
4630,Southwest / Sud-ouest,334,0
4750,Prince Albert,312,0
4750,Prince Albert,313,0
5960,North Coast / Côte-nord,314,0
5960,North Coast / Côte-nord,313,0
5960,North Coast / Côte-nord,333,0
1240,Southern / Sud,482,0
4630,Southwest / Sud-ouest,483,0
5960,North Coast / Côte-nord,334,0
1240,Southern / Sud,486,0
4630,Southwest / Sud-ouest,335,0
5960,North Coast / Côte-nord,324,0
4630,Southwest / Sud-ouest,482,0
5960,North Coast / Côte-nord,326,0
5970,Nechako,331,0
1230,Annapolis Valley,211,0
4640,North Central / Centre nord,334,0
4740,Yorkton-Melville,331,0
5970,Nechako,326,0
4640,North Central / Centre nord,331,0
5970,Nechako,322,0
5970,Nechako,325,0
5970,Nechako,324,0
5970,Nechako,482,0
1220,North Shore / Côte-nord,491,0
1220,North Shore / Côte-nord,486,0
1220,North Shore / Côte-nord,487,0
4640,North Central / Centre nord,481,0
5970,Nechako,335,0
5970,Nechako,334,0
4640,North Central / Centre nord,335,0
1220,North Shore / Côte-nord,521,0
1230,Annapolis Valley,314,0
1230,Annapolis Valley,481,0
4640,North Central / Centre nord,316,0
4740,Yorkton-Melville,482,0
4740,Yorkton-Melville,483,0
4640,North Central / Centre nord,315,0
1230,Annapolis Valley,487,0
1230,Annapolis Valley,491,0
4740,Yorkton-Melville,486,0
1230,Annapolis Valley,486,0
4740,Yorkton-Melville,334,0
5970,Nechako,313,0
4640,North Central / Centre nord,324,0
5970,Nechako,315,0
5970,Nechako,312,0
4740,Yorkton-Melville,335,0
4640,North Central / Centre nord,322,0
1230,Annapolis Valley,315,0
1230,Annapolis Valley,316,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,312,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,313,0
6210,Nunavut,111,0
6110,Northwest Territories / Territoires du Nord-Ouest,526,0
4720,Swift Current-Moose Jaw,316,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,316,0
4680,North / Nord,326,0
6110,Northwest Territories / Territoires du Nord-Ouest,521,0
6210,Nunavut,112,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,211,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,212,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,113,0
4680,North / Nord,334,0
4720,Swift Current-Moose Jaw,313,0
6210,Nunavut,113,0
6210,Nunavut,211,0
6210,Nunavut,115,0
4680,North / Nord,324,0
6110,Northwest Territories / Territoires du Nord-Ouest,335,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,339,0
4720,Swift Current-Moose Jaw,326,0
6110,Northwest Territories / Territoires du Nord-Ouest,336,0
6110,Northwest Territories / Territoires du Nord-Ouest,331,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,481,0
4680,North / Nord,316,0
6110,Northwest Territories / Territoires du Nord-Ouest,332,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,335,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,322,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,324,0
4720,Swift Current-Moose Jaw,322,0
6110,Northwest Territories / Territoires du Nord-Ouest,487,0
4680,North / Nord,323,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,334,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,325,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,331,0
1010,Avalon Peninsula,482,0
6210,Nunavut,339,0
4720,Swift Current-Moose Jaw,114,0
6210,Nunavut,482,0
6210,Nunavut,335,0
6210,Nunavut,334,0
6210,Nunavut,337,0
6210,Nunavut,336,0
4720,Swift Current-Moose Jaw,113,0
6210,Nunavut,521,0
6210,Nunavut,492,0
6210,Nunavut,526,0
1010,Avalon Peninsula,113,0
6210,Nunavut,486,0
4680,North / Nord,521,0
6210,Nunavut,491,0
6210,Nunavut,487,0
6210,Nunavut,333,0
4680,North / Nord,337,0
6210,Nunavut,313,0
6210,Nunavut,316,0
4680,North / Nord,486,0
1010,Avalon Peninsula,521,0
4680,North / Nord,335,0
6210,Nunavut,312,0
4680,North / Nord,336,0
6210,Nunavut,321,0
6210,Nunavut,327,0
6210,Nunavut,326,0
6210,Nunavut,332,0
6210,Nunavut,331,0
6210,Nunavut,323,0
6210,Nunavut,322,0
1010,Avalon Peninsula,486,0
6210,Nunavut,324,0
4720,Swift Current-Moose Jaw,521,0
6010,Yukon,331,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,521,0
6010,Yukon,333,0
4670,Parklands,482,0
6010,Yukon,324,0
1040,Notre Dame-Central Bonavista Bay,211,0
1040,Notre Dame-Central Bonavista Bay,313,0
6010,Yukon,335,0
6010,Yukon,483,0
6010,Yukon,482,0
4720,Swift Current-Moose Jaw,491,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,486,0
4670,Parklands,483,0
6010,Yukon,336,0
4670,Parklands,486,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,491,0
4670,Parklands,481,0
4730,Saskatoon-Biggar,114,0
1040,Notre Dame-Central Bonavista Bay,334,0
1040,Notre Dame-Central Bonavista Bay,325,0
1040,Notre Dame-Central Bonavista Bay,331,0
1040,Notre Dame-Central Bonavista Bay,486,0
4670,Parklands,331,0
1040,Notre Dame-Central Bonavista Bay,482,0
6010,Yukon,211,0
1040,Notre Dame-Central Bonavista Bay,324,0
6010,Yukon,316,0
6010,Yukon,315,0
6010,Yukon,322,0
4670,Parklands,336,0
4670,Parklands,334,0
1040,Notre Dame-Central Bonavista Bay,322,0
4670,Parklands,335,0
6010,Yukon,313,0
4720,Swift Current-Moose Jaw,335,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,491,0
6110,Northwest Territories / Territoires du Nord-Ouest,313,0
6110,Northwest Territories / Territoires du Nord-Ouest,312,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,526,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,211,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,493,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,521,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,487,0
6110,Northwest Territories / Territoires du Nord-Ouest,324,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,486,0
4680,North / Nord,315,0
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,482,0
6110,Northwest Territories / Territoires du Nord-Ouest,316,0
4720,Swift Current-Moose Jaw,334,0
6110,Northwest Territories / Territoires du Nord-Ouest,322,0
4680,North / Nord,314,0
4680,North / Nord,313,0
4720,Swift Current-Moose Jaw,487,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,326,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,324,0
6010,Yukon,521,0
4670,Parklands,487,0
6010,Yukon,486,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,334,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,335,0
4670,Parklands,521,0
4720,Swift Current-Moose Jaw,481,0
4670,Parklands,526,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,313,0
4680,North / Nord,211,0
6010,Yukon,526,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,322,0
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,316,0
4720,Swift Current-Moose Jaw,483,0
2433,Centre-du-Québec,483,0
2433,Centre-du-Québec,486,0
2490,Nord-du-Québec,491,0
2433,Centre-du-Québec,482,0
2490,Nord-du-Québec,486,0
2433,Centre-du-Québec,521,0
2433,Centre-du-Québec,487,0
2490,Nord-du-Québec,487,0
2490,Nord-du-Québec,493,0
2430,Estrie,491,0
2430,Estrie,521,0
2430,Estrie,486,0
3510,Ottawa,482,0
2490,Nord-du-Québec,521,0
2433,Centre-du-Québec,213,0
4840,Banff-Jasper-Rocky Mountain House,526,0
4850,Red Deer,114,0
4850,Red Deer,316,0
5910,Vancouver Island and Coast / Île de Vancouver et la côte,486,0
2490,Nord-du-Québec,324,0
2490,Nord-du-Québec,333,0
2490,Nord-du-Québec,331,0
5910,Vancouver Island and Coast / Île de Vancouver et la côte,482,0
2490,Nord-du-Québec,316,0
2435,Montérégie,521,0
2490,Nord-du-Québec,322,0
2490,Nord-du-Québec,334,0
2490,Nord-du-Québec,482,0
2435,Montérégie,211,0
2490,Nord-du-Québec,483,0
4850,Red Deer,322,0
5910,Vancouver Island and Coast / Île de Vancouver et la côte,521,0
2490,Nord-du-Québec,335,0
2490,Nord-du-Québec,339,0
2490,Nord-du-Québec,336,0
4840,Banff-Jasper-Rocky Mountain House,313,0
4840,Banff-Jasper-Rocky Mountain House,316,0
3520,Muskoka-Kawarthas,486,0
3520,Muskoka-Kawarthas,483,0
3520,Muskoka-Kawarthas,114,0
4840,Banff-Jasper-Rocky Mountain House,324,0
3520,Muskoka-Kawarthas,211,0
2420,Capitale-Nationale,486,0
3520,Muskoka-Kawarthas,521,0
3540,Kitchener-Waterloo-Barrie,486,0
2415,Bas-Saint-Laurent,482,0
5930,Thompson-Okanagan,313,0
3540,Kitchener-Waterloo-Barrie,521,0
2415,Bas-Saint-Laurent,521,0
4830,Calgary,483,0
3540,Kitchener-Waterloo-Barrie,482,0
3530,Toronto,521,0
2420,Capitale-Nationale,521,0
3515,Kingston-Pembroke,114,0
2430,Estrie,211,0
4840,Banff-Jasper-Rocky Mountain House,483,0
2425,Chaudière-Appalaches,521,0
2430,Estrie,482,0
4840,Banff-Jasper-Rocky Mountain House,521,0
4840,Banff-Jasper-Rocky Mountain House,491,0
2430,Estrie,481,0
4840,Banff-Jasper-Rocky Mountain House,482,0
3515,Kingston-Pembroke,486,0
2425,Chaudière-Appalaches,211,0
3515,Kingston-Pembroke,521,0
4840,Banff-Jasper-Rocky Mountain House,331,0
2425,Chaudière-Appalaches,483,0
3515,Kingston-Pembroke,482,0
4840,Banff-Jasper-Rocky Mountain House,335,0
4840,Banff-Jasper-Rocky Mountain House,336,0
2490,Nord-du-Québec,315,0
4870,Athabasca-Grande Prairie-Peace River,315,0
4870,Athabasca-Grande Prairie-Peace River,316,0
2465,Abitibi-Témiscamingue,211,0
2465,Abitibi-Témiscamingue,114,0
2450,Lanaudière,482,0
4880,Wood Buffalo-Cold Lake,331,0
4880,Wood Buffalo-Cold Lake,334,0
2460,Outaouais,521,0
2465,Abitibi-Témiscamingue,313,0
4880,Wood Buffalo-Cold Lake,487,0
2465,Abitibi-Témiscamingue,486,0
4880,Wood Buffalo-Cold Lake,491,0
2465,Abitibi-Témiscamingue,521,0
4880,Wood Buffalo-Cold Lake,483,0
4880,Wood Buffalo-Cold Lake,482,0
2465,Abitibi-Témiscamingue,483,0
2465,Abitibi-Témiscamingue,316,0
2450,Lanaudière,483,0
2460,Outaouais,211,0
2450,Lanaudière,521,0
4880,Wood Buffalo-Cold Lake,313,0
4870,Athabasca-Grande Prairie-Peace River,487,0
2455,Laurentides,521,0
4880,Wood Buffalo-Cold Lake,114,0
4870,Athabasca-Grande Prairie-Peace River,521,0
2455,Laurentides,211,0
4870,Athabasca-Grande Prairie-Peace River,483,0
2460,Outaouais,481,0
2460,Outaouais,335,0
2460,Outaouais,486,0
2450,Lanaudière,486,0
4880,Wood Buffalo-Cold Lake,316,0
4870,Athabasca-Grande Prairie-Peace River,335,0
4880,Wood Buffalo-Cold Lake,322,0
4870,Athabasca-Grande Prairie-Peace River,334,0
2490,Nord-du-Québec,112,0
2445,Laval,114,0
4850,Red Deer,521,0
2490,Nord-du-Québec,211,0
2480,Côte-Nord,491,0
2480,Côte-Nord,486,0
2480,Côte-Nord,526,0
2480,Côte-Nord,521,0
2490,Nord-du-Québec,221,0
2490,Nord-du-Québec,314,0
2490,Nord-du-Québec,313,0
4850,Red Deer,482,0
4850,Red Deer,483,0
4850,Red Deer,491,0
2490,Nord-du-Québec,311,0
4850,Red Deer,487,0
2490,Nord-du-Québec,312,0
2480,Côte-Nord,335,0
2445,Laval,487,0
2470,Mauricie,487,0
2470,Mauricie,521,0
2445,Laval,486,0
4860,Edmonton,521,0
2470,Mauricie,211,0
2445,Laval,521,0
4880,Wood Buffalo-Cold Lake,521,0
2475,Saguenay-Lac-Saint-Jean,211,0
2480,Côte-Nord,316,0
2480,Côte-Nord,315,0
2445,Laval,211,0
2480,Côte-Nord,334,0
2475,Saguenay-Lac-Saint-Jean,486,0
2475,Saguenay-Lac-Saint-Jean,313,0
2480,Côte-Nord,211,0
2475,Saguenay-Lac-Saint-Jean,521,0
3550,Hamilton-Niagara Peninsula,521,0
4760,Northern / Nord,322,0
4760,Northern / Nord,323,0
4760,Northern / Nord,316,0
5950,Cariboo,313,0
1320,Moncton-Richibucto,491,0
1320,Moncton-Richibucto,521,0
4760,Northern / Nord,324,0
4760,Northern / Nord,325,0
4760,Northern / Nord,315,0
4620,South Central / Centre sud,316,0
4620,South Central / Centre sud,313,0
1310,Campbellton-Miramichi,521,0
1320,Moncton-Richibucto,211,0
4760,Northern / Nord,313,0
5950,Cariboo,316,0
4620,South Central / Centre sud,312,0
4620,South Central / Centre sud,211,0
4760,Northern / Nord,326,0
5940,Kootenay,521,0
4760,Northern / Nord,339,0
4760,Northern / Nord,336,0
4760,Northern / Nord,337,0
4760,Northern / Nord,483,0
4610,Southeast / Sud-est,521,0
4610,Southeast / Sud-est,526,0
4760,Northern / Nord,482,0
1330,Saint John-St. Stephen,331,0
4760,Northern / Nord,331,0
4760,Northern / Nord,332,0
1330,Saint John-St. Stephen,211,0
4620,South Central / Centre sud,114,0
4760,Northern / Nord,334,0
4760,Northern / Nord,335,0
4620,South Central / Centre sud,113,0
1330,Saint John-St. Stephen,316,0
5950,Cariboo,526,0
4620,South Central / Centre sud,521,0
1310,Campbellton-Miramichi,211,0
4620,South Central / Centre sud,526,0
5950,Cariboo,521,0
4620,South Central / Centre sud,487,0
4750,Prince Albert,487,0
4620,South Central / Centre sud,491,0
4630,Southwest / Sud-ouest,114,0
4630,Southwest / Sud-ouest,324,0
1250,Halifax,331,0
4750,Prince Albert,322,0
4630,Southwest / Sud-ouest,326,0
4630,Southwest / Sud-ouest,316,0
4630,Southwest / Sud-ouest,315,0
4630,Southwest / Sud-ouest,322,0
5960,North Coast / Côte-nord,211,0
1310,Campbellton-Miramichi,316,0
1310,Campbellton-Miramichi,486,0
5950,Cariboo,335,0
1310,Campbellton-Miramichi,482,0
1310,Campbellton-Miramichi,483,0
4620,South Central / Centre sud,334,0
5950,Cariboo,331,0
4620,South Central / Centre sud,335,0
4760,Northern / Nord,211,0
4620,South Central / Centre sud,481,0
4620,South Central / Centre sud,486,0
5950,Cariboo,486,0
4750,Prince Albert,521,0
1310,Campbellton-Miramichi,324,0
5950,Cariboo,483,0
1310,Campbellton-Miramichi,335,0
4620,South Central / Centre sud,483,0
4760,Northern / Nord,111,0
4760,Northern / Nord,486,0
1350,Edmundston-Woodstock,491,0
1350,Edmundston-Woodstock,521,0
1350,Edmundston-Woodstock,487,0
4820,Camrose-Drumheller,114,0
2410,Gaspésie-Îles-de-la-Madeleine,211,0
4820,Camrose-Drumheller,313,0
3580,Stratford-Bruce Peninsula,521,0
3580,Stratford-Bruce Peninsula,324,0
1350,Edmundston-Woodstock,486,0
1350,Edmundston-Woodstock,335,0
4810,Lethbridge-Medicine Hat,521,0
1350,Edmundston-Woodstock,331,0
1350,Edmundston-Woodstock,334,0
1350,Edmundston-Woodstock,483,0
5930,Thompson-Okanagan,521,0
3590,Northeast / Nord-est,211,0
1350,Edmundston-Woodstock,482,0
5930,Thompson-Okanagan,482,0
4820,Camrose-Drumheller,491,0
2410,Gaspésie-Îles-de-la-Madeleine,521,0
2410,Gaspésie-Îles-de-la-Madeleine,481,0
3560,London,521,0
3560,London,483,0
4820,Camrose-Drumheller,521,0
2410,Gaspésie-Îles-de-la-Madeleine,526,0
2415,Bas-Saint-Laurent,211,0
4820,Camrose-Drumheller,483,0
2410,Gaspésie-Îles-de-la-Madeleine,314,0
3570,Windsor-Sarnia,521,0
4820,Camrose-Drumheller,322,0
3580,Stratford-Bruce Peninsula,211,0
2410,Gaspésie-Îles-de-la-Madeleine,331,0
2410,Gaspésie-Îles-de-la-Madeleine,334,0
2410,Gaspésie-Îles-de-la-Madeleine,322,0
3570,Windsor-Sarnia,316,0
4610,Southeast / Sud-est,114,0
3595,Northwest / Nord-ouest,521,0
4610,Southeast / Sud-est,315,0
4610,Southeast / Sud-est,313,0
1340,Fredericton-Oromocto,335,0
5940,Kootenay,324,0
4810,Lethbridge-Medicine Hat,316,0
1340,Fredericton-Oromocto,331,0
4610,Southeast / Sud-est,316,0
4610,Southeast / Sud-est,491,0
4610,Southeast / Sud-est,487,0
4760,Northern / Nord,487,0
1330,Saint John-St. Stephen,521,0
4760,Northern / Nord,521,0
4610,Southeast / Sud-est,483,0
4610,Southeast / Sud-est,486,0
1340,Fredericton-Oromocto,211,0
3595,Northwest / Nord-ouest,482,0
1350,Edmundston-Woodstock,213,0
3590,Northeast / Nord-est,521,0
1340,Fredericton-Oromocto,521,0
4810,Lethbridge-Medicine Hat,482,0
1350,Edmundston-Woodstock,324,0
4810,Lethbridge-Medicine Hat,491,0
1350,Edmundston-Woodstock,316,0
4810,Lethbridge-Medicine Hat,487,0
1340,Fredericton-Oromocto,491,0
5940,Kootenay,316,0
4810,Lethbridge-Medicine Hat,322,0
1340,Fredericton-Oromocto,482,0
1340,Fredericton-Oromocto,483,0
3595,Northwest / Nord-ouest,211,0
1340,Fredericton-Oromocto,487,0
3595,Northwest / Nord-ouest,316,0
5940,Kootenay,313,0
