ERUID,ERNAME,NAICS,Concentration
1220,North Shore / Côte-nord,487,0.0%
4640,North Central / Centre nord,481,0.0%
5970,Nechako,335,0.0%
5970,Nechako,334,0.0%
4640,North Central / Centre nord,335,0.0%
1220,North Shore / Côte-nord,521,0.0%
1230,Annapolis Valley,314,0.0%
1230,Annapolis Valley,481,0.0%
4640,North Central / Centre nord,316,0.0%
4740,Yorkton-Melville,482,0.0%
4740,Yorkton-Melville,483,0.0%
4640,North Central / Centre nord,315,0.0%
1230,Annapolis Valley,487,0.0%
1230,Annapolis Valley,491,0.0%
4740,Yorkton-Melville,486,0.0%
1230,Annapolis Valley,486,0.0%
4740,Yorkton-Melville,334,0.0%
5970,Nechako,313,0.0%
4640,North Central / Centre nord,324,0.0%
5970,Nechako,315,0.0%
5970,Nechako,312,0.0%
4740,Yorkton-Melville,335,0.0%
4640,North Central / Centre nord,322,0.0%
1230,Annapolis Valley,315,0.0%
1230,Annapolis Valley,316,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,312,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,313,0.0%
6210,Nunavut,111,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,526,0.0%
4720,Swift Current-Moose Jaw,316,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,316,0.0%
4680,North / Nord,326,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,521,0.0%
6210,Nunavut,112,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,211,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,212,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,113,0.0%
4680,North / Nord,334,0.0%
4720,Swift Current-Moose Jaw,313,0.0%
6210,Nunavut,113,0.0%
6210,Nunavut,211,0.0%
6210,Nunavut,115,0.0%
4680,North / Nord,324,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,335,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,339,0.0%
4720,Swift Current-Moose Jaw,326,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,336,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,331,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,481,0.0%
4680,North / Nord,316,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,332,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,335,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,322,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,324,0.0%
4720,Swift Current-Moose Jaw,322,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,487,0.0%
4680,North / Nord,323,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,334,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,325,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,331,0.0%
1010,Avalon Peninsula,482,0.0%
6210,Nunavut,339,0.0%
4720,Swift Current-Moose Jaw,114,0.0%
6210,Nunavut,482,0.0%
6210,Nunavut,335,0.0%
6210,Nunavut,334,0.0%
6210,Nunavut,337,0.0%
6210,Nunavut,336,0.0%
4720,Swift Current-Moose Jaw,113,0.0%
6210,Nunavut,521,0.0%
6210,Nunavut,492,0.0%
6210,Nunavut,526,0.0%
1010,Avalon Peninsula,113,0.0%
6210,Nunavut,486,0.0%
4680,North / Nord,521,0.0%
6210,Nunavut,491,0.0%
6210,Nunavut,487,0.0%
6210,Nunavut,333,0.0%
4680,North / Nord,337,0.0%
6210,Nunavut,313,0.0%
6210,Nunavut,316,0.0%
4680,North / Nord,486,0.0%
1010,Avalon Peninsula,521,0.0%
4680,North / Nord,335,0.0%
6210,Nunavut,312,0.0%
4680,North / Nord,336,0.0%
6210,Nunavut,321,0.0%
6210,Nunavut,327,0.0%
6210,Nunavut,326,0.0%
6210,Nunavut,332,0.0%
6210,Nunavut,331,0.0%
6210,Nunavut,323,0.0%
6210,Nunavut,322,0.0%
1010,Avalon Peninsula,486,0.0%
6210,Nunavut,324,0.0%
4720,Swift Current-Moose Jaw,521,0.0%
6010,Yukon,331,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,521,0.0%
6010,Yukon,333,0.0%
4670,Parklands,482,0.0%
6010,Yukon,324,0.0%
1040,Notre Dame-Central Bonavista Bay,211,0.0%
1040,Notre Dame-Central Bonavista Bay,313,0.0%
6010,Yukon,335,0.0%
6010,Yukon,483,0.0%
6010,Yukon,482,0.0%
4720,Swift Current-Moose Jaw,491,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,486,0.0%
4670,Parklands,483,0.0%
6010,Yukon,336,0.0%
4670,Parklands,486,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,491,0.0%
4670,Parklands,481,0.0%
4730,Saskatoon-Biggar,114,0.0%
1040,Notre Dame-Central Bonavista Bay,334,0.0%
1040,Notre Dame-Central Bonavista Bay,325,0.0%
1040,Notre Dame-Central Bonavista Bay,331,0.0%
1040,Notre Dame-Central Bonavista Bay,486,0.0%
4670,Parklands,331,0.0%
1040,Notre Dame-Central Bonavista Bay,482,0.0%
6010,Yukon,211,0.0%
1040,Notre Dame-Central Bonavista Bay,324,0.0%
6010,Yukon,316,0.0%
6010,Yukon,315,0.0%
6010,Yukon,322,0.0%
4670,Parklands,336,0.0%
4670,Parklands,334,0.0%
1040,Notre Dame-Central Bonavista Bay,322,0.0%
4670,Parklands,335,0.0%
6010,Yukon,313,0.0%
4720,Swift Current-Moose Jaw,335,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,491,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,313,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,312,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,526,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,211,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,493,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,521,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,487,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,324,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,486,0.0%
4680,North / Nord,315,0.0%
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,482,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,316,0.0%
4720,Swift Current-Moose Jaw,334,0.0%
6110,Northwest Territories / Territoires du Nord-Ouest,322,0.0%
4680,North / Nord,314,0.0%
4680,North / Nord,313,0.0%
4720,Swift Current-Moose Jaw,487,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,326,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,324,0.0%
6010,Yukon,521,0.0%
4670,Parklands,487,0.0%
6010,Yukon,486,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,334,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,335,0.0%
4670,Parklands,521,0.0%
4720,Swift Current-Moose Jaw,481,0.0%
4670,Parklands,526,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,313,0.0%
4680,North / Nord,211,0.0%
6010,Yukon,526,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,322,0.0%
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,316,0.0%
4720,Swift Current-Moose Jaw,483,0.0%
2433,Centre-du-Québec,483,0.0%
2433,Centre-du-Québec,486,0.0%
2490,Nord-du-Québec,491,0.0%
2433,Centre-du-Québec,482,0.0%
2490,Nord-du-Québec,486,0.0%
2433,Centre-du-Québec,521,0.0%
2433,Centre-du-Québec,487,0.0%
2490,Nord-du-Québec,487,0.0%
2490,Nord-du-Québec,493,0.0%
2430,Estrie,491,0.0%
2430,Estrie,521,0.0%
2430,Estrie,486,0.0%
3510,Ottawa,482,0.0%
2490,Nord-du-Québec,521,0.0%
2433,Centre-du-Québec,213,0.0%
4840,Banff-Jasper-Rocky Mountain House,526,0.0%
4850,Red Deer,114,0.0%
4850,Red Deer,316,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,486,0.0%
2490,Nord-du-Québec,324,0.0%
2490,Nord-du-Québec,333,0.0%
2490,Nord-du-Québec,331,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,482,0.0%
2490,Nord-du-Québec,316,0.0%
2435,Montérégie,521,0.0%
2490,Nord-du-Québec,322,0.0%
2490,Nord-du-Québec,334,0.0%
2490,Nord-du-Québec,482,0.0%
2435,Montérégie,211,0.0%
2490,Nord-du-Québec,483,0.0%
4850,Red Deer,322,0.0%
5910,Vancouver Island and Coast / Île de Vancouver et la côte,521,0.0%
2490,Nord-du-Québec,335,0.0%
2490,Nord-du-Québec,339,0.0%
2490,Nord-du-Québec,336,0.0%
4840,Banff-Jasper-Rocky Mountain House,313,0.0%
4840,Banff-Jasper-Rocky Mountain House,316,0.0%
3520,Muskoka-Kawarthas,486,0.0%
3520,Muskoka-Kawarthas,483,0.0%
3520,Muskoka-Kawarthas,114,0.0%
4840,Banff-Jasper-Rocky Mountain House,324,0.0%
3520,Muskoka-Kawarthas,211,0.0%
2420,Capitale-Nationale,486,0.0%
3520,Muskoka-Kawarthas,521,0.0%
3540,Kitchener-Waterloo-Barrie,486,0.0%
2415,Bas-Saint-Laurent,482,0.0%
5930,Thompson-Okanagan,313,0.0%
3540,Kitchener-Waterloo-Barrie,521,0.0%
2415,Bas-Saint-Laurent,521,0.0%
4830,Calgary,483,0.0%
3540,Kitchener-Waterloo-Barrie,482,0.0%
3530,Toronto,521,0.0%
2420,Capitale-Nationale,521,0.0%
3515,Kingston-Pembroke,114,0.0%
2430,Estrie,211,0.0%
4840,Banff-Jasper-Rocky Mountain House,483,0.0%
2425,Chaudière-Appalaches,521,0.0%
2430,Estrie,482,0.0%
4840,Banff-Jasper-Rocky Mountain House,521,0.0%
4840,Banff-Jasper-Rocky Mountain House,491,0.0%
2430,Estrie,481,0.0%
4840,Banff-Jasper-Rocky Mountain House,482,0.0%
3515,Kingston-Pembroke,486,0.0%
2425,Chaudière-Appalaches,211,0.0%
3515,Kingston-Pembroke,521,0.0%
4840,Banff-Jasper-Rocky Mountain House,331,0.0%
2425,Chaudière-Appalaches,483,0.0%
3515,Kingston-Pembroke,482,0.0%
4840,Banff-Jasper-Rocky Mountain House,335,0.0%
4840,Banff-Jasper-Rocky Mountain House,336,0.0%
2490,Nord-du-Québec,315,0.0%
4870,Athabasca-Grande Prairie-Peace River,315,0.0%
4870,Athabasca-Grande Prairie-Peace River,316,0.0%
2465,Abitibi-Témiscamingue,211,0.0%
2465,Abitibi-Témiscamingue,114,0.0%
2450,Lanaudière,482,0.0%
4880,Wood Buffalo-Cold Lake,331,0.0%
4880,Wood Buffalo-Cold Lake,334,0.0%
2460,Outaouais,521,0.0%
2465,Abitibi-Témiscamingue,313,0.0%
4880,Wood Buffalo-Cold Lake,487,0.0%
2465,Abitibi-Témiscamingue,486,0.0%
4880,Wood Buffalo-Cold Lake,491,0.0%
2465,Abitibi-Témiscamingue,521,0.0%
4880,Wood Buffalo-Cold Lake,483,0.0%
4880,Wood Buffalo-Cold Lake,482,0.0%
2465,Abitibi-Témiscamingue,483,0.0%
2465,Abitibi-Témiscamingue,316,0.0%
2450,Lanaudière,483,0.0%
2460,Outaouais,211,0.0%
2450,Lanaudière,521,0.0%
4880,Wood Buffalo-Cold Lake,313,0.0%
4870,Athabasca-Grande Prairie-Peace River,487,0.0%
2455,Laurentides,521,0.0%
4880,Wood Buffalo-Cold Lake,114,0.0%
4870,Athabasca-Grande Prairie-Peace River,521,0.0%
2455,Laurentides,211,0.0%
4870,Athabasca-Grande Prairie-Peace River,483,0.0%
2460,Outaouais,481,0.0%
2460,Outaouais,335,0.0%
2460,Outaouais,486,0.0%
2450,Lanaudière,486,0.0%
4880,Wood Buffalo-Cold Lake,316,0.0%
4870,Athabasca-Grande Prairie-Peace River,335,0.0%
4880,Wood Buffalo-Cold Lake,322,0.0%
4870,Athabasca-Grande Prairie-Peace River,334,0.0%
2490,Nord-du-Québec,112,0.0%
2445,Laval,114,0.0%
4850,Red Deer,521,0.0%
2490,Nord-du-Québec,211,0.0%
2480,Côte-Nord,491,0.0%
2480,Côte-Nord,486,0.0%
2480,Côte-Nord,526,0.0%
2480,Côte-Nord,521,0.0%
2490,Nord-du-Québec,221,0.0%
2490,Nord-du-Québec,314,0.0%
2490,Nord-du-Québec,313,0.0%
4850,Red Deer,482,0.0%
4850,Red Deer,483,0.0%
4850,Red Deer,491,0.0%
2490,Nord-du-Québec,311,0.0%
4850,Red Deer,487,0.0%
2490,Nord-du-Québec,312,0.0%
2480,Côte-Nord,335,0.0%
2445,Laval,487,0.0%
2470,Mauricie,487,0.0%
2470,Mauricie,521,0.0%
2445,Laval,486,0.0%
4860,Edmonton,521,0.0%
2470,Mauricie,211,0.0%
2445,Laval,521,0.0%
4880,Wood Buffalo-Cold Lake,521,0.0%
2475,Saguenay-Lac-Saint-Jean,211,0.0%
2480,Côte-Nord,316,0.0%
2480,Côte-Nord,315,0.0%
2445,Laval,211,0.0%
2480,Côte-Nord,334,0.0%
2475,Saguenay-Lac-Saint-Jean,486,0.0%
2475,Saguenay-Lac-Saint-Jean,313,0.0%
2480,Côte-Nord,211,0.0%
2475,Saguenay-Lac-Saint-Jean,521,0.0%
3550,Hamilton-Niagara Peninsula,521,0.0%
4760,Northern / Nord,322,0.0%
4760,Northern / Nord,323,0.0%
4760,Northern / Nord,316,0.0%
5950,Cariboo,313,0.0%
1320,Moncton-Richibucto,491,0.0%
1320,Moncton-Richibucto,521,0.0%
4760,Northern / Nord,324,0.0%
4760,Northern / Nord,325,0.0%
4760,Northern / Nord,315,0.0%
4620,South Central / Centre sud,316,0.0%
4620,South Central / Centre sud,313,0.0%
1310,Campbellton-Miramichi,521,0.0%
1320,Moncton-Richibucto,211,0.0%
4760,Northern / Nord,313,0.0%
5950,Cariboo,316,0.0%
4620,South Central / Centre sud,312,0.0%
4620,South Central / Centre sud,211,0.0%
4760,Northern / Nord,326,0.0%
5940,Kootenay,521,0.0%
4760,Northern / Nord,339,0.0%
4760,Northern / Nord,336,0.0%
4760,Northern / Nord,337,0.0%
4760,Northern / Nord,483,0.0%
4610,Southeast / Sud-est,521,0.0%
4610,Southeast / Sud-est,526,0.0%
4760,Northern / Nord,482,0.0%
1330,Saint John-St. Stephen,331,0.0%
4760,Northern / Nord,331,0.0%
4760,Northern / Nord,332,0.0%
1330,Saint John-St. Stephen,211,0.0%
4620,South Central / Centre sud,114,0.0%
4760,Northern / Nord,334,0.0%
4760,Northern / Nord,335,0.0%
4620,South Central / Centre sud,113,0.0%
1330,Saint John-St. Stephen,316,0.0%
5950,Cariboo,526,0.0%
4620,South Central / Centre sud,521,0.0%
1310,Campbellton-Miramichi,211,0.0%
4620,South Central / Centre sud,526,0.0%
5950,Cariboo,521,0.0%
4620,South Central / Centre sud,487,0.0%
4750,Prince Albert,487,0.0%
4620,South Central / Centre sud,491,0.0%
4630,Southwest / Sud-ouest,114,0.0%
4630,Southwest / Sud-ouest,324,0.0%
1250,Halifax,331,0.0%
4750,Prince Albert,322,0.0%
4630,Southwest / Sud-ouest,326,0.0%
4630,Southwest / Sud-ouest,316,0.0%
4630,Southwest / Sud-ouest,315,0.0%
4630,Southwest / Sud-ouest,322,0.0%
5960,North Coast / Côte-nord,211,0.0%
1310,Campbellton-Miramichi,316,0.0%
1310,Campbellton-Miramichi,486,0.0%
5950,Cariboo,335,0.0%
1310,Campbellton-Miramichi,482,0.0%
1310,Campbellton-Miramichi,483,0.0%
4620,South Central / Centre sud,334,0.0%
5950,Cariboo,331,0.0%
4620,South Central / Centre sud,335,0.0%
4760,Northern / Nord,211,0.0%
4620,South Central / Centre sud,481,0.0%
4620,South Central / Centre sud,486,0.0%
5950,Cariboo,486,0.0%
4750,Prince Albert,521,0.0%
1310,Campbellton-Miramichi,324,0.0%
5950,Cariboo,483,0.0%
1310,Campbellton-Miramichi,335,0.0%
4620,South Central / Centre sud,483,0.0%
4760,Northern / Nord,111,0.0%
4760,Northern / Nord,486,0.0%
1350,Edmundston-Woodstock,491,0.0%
1350,Edmundston-Woodstock,521,0.0%
1350,Edmundston-Woodstock,487,0.0%
4820,Camrose-Drumheller,114,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,211,0.0%
4820,Camrose-Drumheller,313,0.0%
3580,Stratford-Bruce Peninsula,521,0.0%
3580,Stratford-Bruce Peninsula,324,0.0%
1350,Edmundston-Woodstock,486,0.0%
1350,Edmundston-Woodstock,335,0.0%
4810,Lethbridge-Medicine Hat,521,0.0%
1350,Edmundston-Woodstock,331,0.0%
1350,Edmundston-Woodstock,334,0.0%
1350,Edmundston-Woodstock,483,0.0%
5930,Thompson-Okanagan,521,0.0%
3590,Northeast / Nord-est,211,0.0%
1350,Edmundston-Woodstock,482,0.0%
5930,Thompson-Okanagan,482,0.0%
4820,Camrose-Drumheller,491,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,521,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,481,0.0%
3560,London,521,0.0%
3560,London,483,0.0%
4820,Camrose-Drumheller,521,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,526,0.0%
2415,Bas-Saint-Laurent,211,0.0%
4820,Camrose-Drumheller,483,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,314,0.0%
3570,Windsor-Sarnia,521,0.0%
4820,Camrose-Drumheller,322,0.0%
3580,Stratford-Bruce Peninsula,211,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,331,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,334,0.0%
2410,Gaspésie-Îles-de-la-Madeleine,322,0.0%
3570,Windsor-Sarnia,316,0.0%
4610,Southeast / Sud-est,114,0.0%
3595,Northwest / Nord-ouest,521,0.0%
4610,Southeast / Sud-est,315,0.0%
4610,Southeast / Sud-est,313,0.0%
1340,Fredericton-Oromocto,335,0.0%
5940,Kootenay,324,0.0%
4810,Lethbridge-Medicine Hat,316,0.0%
1340,Fredericton-Oromocto,331,0.0%
4610,Southeast / Sud-est,316,0.0%
4610,Southeast / Sud-est,491,0.0%
4610,Southeast / Sud-est,487,0.0%
4760,Northern / Nord,487,0.0%
1330,Saint John-St. Stephen,521,0.0%
4760,Northern / Nord,521,0.0%
4610,Southeast / Sud-est,483,0.0%
4610,Southeast / Sud-est,486,0.0%
1340,Fredericton-Oromocto,211,0.0%
3595,Northwest / Nord-ouest,482,0.0%
1350,Edmundston-Woodstock,213,0.0%
3590,Northeast / Nord-est,521,0.0%
1340,Fredericton-Oromocto,521,0.0%
4810,Lethbridge-Medicine Hat,482,0.0%
1350,Edmundston-Woodstock,324,0.0%
4810,Lethbridge-Medicine Hat,491,0.0%
1350,Edmundston-Woodstock,316,0.0%
4810,Lethbridge-Medicine Hat,487,0.0%
1340,Fredericton-Oromocto,491,0.0%
5940,Kootenay,316,0.0%
4810,Lethbridge-Medicine Hat,322,0.0%
1340,Fredericton-Oromocto,482,0.0%
1340,Fredericton-Oromocto,483,0.0%
3595,Northwest / Nord-ouest,211,0.0%
1340,Fredericton-Oromocto,487,0.0%
3595,Northwest / Nord-ouest,316,0.0%
5940,Kootenay,313,0.0%
